timestamps population node_ids
1603.0 v1 18418
1968.5 v1 18418
2240.5 v1 18418
2565.5 v1 18418
2942.25 v1 18418
134.25 v1 18513
418.25 v1 18513
576.25 v1 18513
859.0 v1 18513
1187.75 v1 18513
1371.0 v1 18513
1603.0 v1 18513
1968.5 v1 18513
2240.5 v1 18513
2565.5 v1 18513
2942.5 v1 18513
134.25 v1 18629
418.25 v1 18629
576.5 v1 18629
859.0 v1 18629
1187.75 v1 18629
1371.0 v1 18629
1603.0 v1 18629
1968.5 v1 18629
2240.5 v1 18629
2565.5 v1 18629
2942.5 v1 18629
133.5 v1 18707
261.5 v1 18707
457.75 v1 18707
598.0 v1 18707
858.75 v1 18707
1147.5 v1 18707
1345.5 v1 18707
1597.75 v1 18707
1742.5 v1 18707
1976.75 v1 18707
2225.5 v1 18707
2539.75 v1 18707
2733.75 v1 18707
2949.25 v1 18707
134.25 v1 18818
418.25 v1 18818
576.5 v1 18818
859.0 v1 18818
1187.75 v1 18818
1371.0 v1 18818
1603.0 v1 18818
1968.5 v1 18818
2240.5 v1 18818
2565.5 v1 18818
2942.5 v1 18818
134.25 v1 18954
418.0 v1 18954
528.0 v1 18954
857.75 v1 18954
1187.25 v1 18954
1369.5 v1 18954
1602.5 v1 18954
1968.25 v1 18954
2240.5 v1 18954
2565.25 v1 18954
2942.25 v1 18954
134.25 v1 19160
418.25 v1 19160
576.5 v1 19160
859.0 v1 19160
1187.75 v1 19160
1371.0 v1 19160
1603.0 v1 19160
1968.5 v1 19160
2240.5 v1 19160
2565.5 v1 19160
2942.5 v1 19160
134.25 v1 19282
418.25 v1 19282
528.25 v1 19282
857.75 v1 19282
1187.25 v1 19282
1370.5 v1 19282
1602.75 v1 19282
1968.25 v1 19282
2240.5 v1 19282
2565.25 v1 19282
2942.25 v1 19282
134.25 v1 19432
418.25 v1 19432
576.5 v1 19432
859.0 v1 19432
1187.75 v1 19432
1370.75 v1 19432
1603.0 v1 19432
1968.5 v1 19432
2240.5 v1 19432
2565.5 v1 19432
2942.5 v1 19432
134.25 v1 19612
418.25 v1 19612
573.0 v1 19612
858.75 v1 19612
1187.75 v1 19612
1370.75 v1 19612
1603.0 v1 19612
1968.5 v1 19612
2240.5 v1 19612
2565.5 v1 19612
2942.5 v1 19612
134.25 v1 19766
418.25 v1 19766
576.5 v1 19766
859.0 v1 19766
1187.75 v1 19766
1371.0 v1 19766
1603.0 v1 19766
1968.5 v1 19766
2240.5 v1 19766
2565.5 v1 19766
2942.5 v1 19766
134.25 v1 19897
418.25 v1 19897
576.5 v1 19897
859.0 v1 19897
1187.75 v1 19897
1371.0 v1 19897
1603.0 v1 19897
1968.5 v1 19897
2240.5 v1 19897
2565.5 v1 19897
2942.5 v1 19897
134.25 v1 19991
418.25 v1 19991
576.5 v1 19991
859.0 v1 19991
1187.75 v1 19991
1371.0 v1 19991
1603.0 v1 19991
1968.5 v1 19991
2240.5 v1 19991
2565.5 v1 19991
2942.5 v1 19991
134.25 v1 20140
418.0 v1 20140
574.75 v1 20140
859.0 v1 20140
1187.75 v1 20140
1365.5 v1 20140
1602.5 v1 20140
1968.25 v1 20140
2240.5 v1 20140
2565.25 v1 20140
2942.25 v1 20140
134.25 v1 20229
273.0 v1 20229
480.75 v1 20229
756.25 v1 20229
1184.25 v1 20229
1367.0 v1 20229
1601.75 v1 20229
1759.75 v1 20229
2035.25 v1 20229
2249.75 v1 20229
2630.5 v1 20229
2945.0 v1 20229
134.25 v1 20322
418.25 v1 20322
576.5 v1 20322
859.0 v1 20322
1187.75 v1 20322
1371.0 v1 20322
1603.0 v1 20322
1968.5 v1 20322
2240.5 v1 20322
2565.5 v1 20322
2942.5 v1 20322
134.25 v1 20391
418.25 v1 20391
576.5 v1 20391
859.0 v1 20391
1187.75 v1 20391
1371.0 v1 20391
1603.0 v1 20391
1968.5 v1 20391
2240.5 v1 20391
2565.5 v1 20391
2942.5 v1 20391
134.25 v1 20508
253.5 v1 20508
479.75 v1 20508
756.0 v1 20508
882.5 v1 20508
1337.0 v1 20508
1597.25 v1 20508
1966.0 v1 20508
2239.5 v1 20508
2564.75 v1 20508
2942.25 v1 20508
134.25 v1 20638
418.25 v1 20638
509.75 v1 20638
857.5 v1 20638
1187.0 v1 20638
1370.25 v1 20638
1602.75 v1 20638
1968.25 v1 20638
2240.5 v1 20638
2565.5 v1 20638
2942.25 v1 20638
134.25 v1 20779
418.25 v1 20779
576.5 v1 20779
859.0 v1 20779
1187.75 v1 20779
1371.0 v1 20779
1603.0 v1 20779
1968.5 v1 20779
2240.5 v1 20779
2565.5 v1 20779
2942.5 v1 20779
495.25 v1 20943
139.75 v1 21048
473.25 v1 21048
757.75 v1 21048
1189.25 v1 21048
1375.5 v1 21048
1609.5 v1 21048
2031.0 v1 21048
2270.0 v1 21048
2636.25 v1 21048
2954.75 v1 21048
148.75 v1 21170
480.0 v1 21170
860.25 v1 21170
1205.75 v1 21170
1387.25 v1 21170
1624.25 v1 21170
2039.25 v1 21170
2273.0 v1 21170
2647.25 v1 21170
139.75 v1 21234
473.25 v1 21234
757.75 v1 21234
1189.25 v1 21234
1375.5 v1 21234
1609.5 v1 21234
2031.0 v1 21234
2277.0 v1 21234
2636.25 v1 21234
2955.75 v1 21234
139.5 v1 21354
472.25 v1 21354
757.25 v1 21354
870.75 v1 21354
1193.75 v1 21354
1351.0 v1 21354
1609.0 v1 21354
2030.75 v1 21354
2250.0 v1 21354
2350.25 v1 21354
2640.5 v1 21354
2951.25 v1 21354
485.25 v1 21443
1374.25 v1 21443
134.25 v1 21522
418.25 v1 21522
576.5 v1 21522
859.0 v1 21522
1187.75 v1 21522
1371.0 v1 21522
1603.0 v1 21522
1968.5 v1 21522
2240.5 v1 21522
2565.5 v1 21522
2942.5 v1 21522
245.25 v1 21631
483.75 v1 21631
866.25 v1 21631
1345.5 v1 21631
1608.5 v1 21631
2037.0 v1 21631
2634.75 v1 21631
134.25 v1 21747
254.0 v1 21747
479.5 v1 21747
756.0 v1 21747
1184.25 v1 21747
1367.0 v1 21747
1601.5 v1 21747
1742.75 v1 21747
2034.25 v1 21747
2248.75 v1 21747
2630.0 v1 21747
2945.0 v1 21747
140.75 v1 21871
428.75 v1 21871
592.25 v1 21871
865.25 v1 21871
1197.0 v1 21871
1379.0 v1 21871
1611.5 v1 21871
1979.5 v1 21871
2248.0 v1 21871
2576.75 v1 21871
2949.5 v1 21871
147.0 v1 21958
480.0 v1 21958
766.5 v1 21958
1197.5 v1 21958
1384.0 v1 21958
1618.5 v1 21958
2038.25 v1 21958
2286.75 v1 21958
2644.25 v1 21958
2965.75 v1 21958
147.25 v1 22036
479.0 v1 22036
862.0 v1 22036
1344.75 v1 22036
1608.25 v1 22036
2035.75 v1 22036
2340.75 v1 22036
2949.25 v1 22036
138.75 v1 22137
430.75 v1 22137
756.0 v1 22137
1188.75 v1 22137
1374.5 v1 22137
1607.5 v1 22137
2028.25 v1 22137
2248.25 v1 22137
2633.25 v1 22137
2948.75 v1 22137
139.75 v1 22294
473.25 v1 22294
757.5 v1 22294
1189.25 v1 22294
1375.25 v1 22294
1609.25 v1 22294
2031.0 v1 22294
2272.25 v1 22294
2636.25 v1 22294
2955.0 v1 22294
134.25 v1 22467
418.25 v1 22467
576.5 v1 22467
859.0 v1 22467
1187.75 v1 22467
1371.0 v1 22467
1603.0 v1 22467
1968.5 v1 22467
2240.5 v1 22467
2565.5 v1 22467
2942.5 v1 22467
483.5 v1 22568
1374.25 v1 22568
137.75 v1 22712
423.5 v1 22712
582.5 v1 22712
863.0 v1 22712
1192.75 v1 22712
1375.5 v1 22712
1607.25 v1 22712
1974.0 v1 22712
2244.75 v1 22712
2570.75 v1 22712
2946.5 v1 22712
485.0 v1 22848
1374.25 v1 22848
144.25 v1 22957
480.0 v1 22957
862.5 v1 22957
1200.75 v1 22957
1383.0 v1 22957
1619.5 v1 22957
2040.0 v1 22957
2310.0 v1 22957
2643.75 v1 22957
2999.5 v1 22957
495.75 v1 23059
482.5 v1 23196
1381.25 v1 23196
2041.75 v1 23196
147.0 v1 23304
479.0 v1 23304
862.0 v1 23304
1344.75 v1 23304
1608.25 v1 23304
2035.75 v1 23304
2339.25 v1 23304
2949.25 v1 23304
145.5 v1 23369
485.5 v1 23369
868.75 v1 23369
1376.0 v1 23369
1613.75 v1 23369
2248.0 v1 23369
2950.75 v1 23369
245.5 v1 23512
483.75 v1 23512
1191.0 v1 23512
1384.75 v1 23512
1735.0 v1 23512
2045.5 v1 23512
2635.75 v1 23512
245.25 v1 23618
483.25 v1 23618
865.75 v1 23618
1345.5 v1 23618
1608.5 v1 23618
2036.75 v1 23618
2634.75 v1 23618
139.75 v1 23727
473.25 v1 23727
757.75 v1 23727
1189.25 v1 23727
1375.5 v1 23727
1609.5 v1 23727
2031.0 v1 23727
2277.0 v1 23727
2636.25 v1 23727
2955.75 v1 23727
145.75 v1 23826
441.5 v1 23826
607.75 v1 23826
875.25 v1 23826
1208.0 v1 23826
1387.25 v1 23826
1619.25 v1 23826
1992.0 v1 23826
2254.5 v1 23826
2588.25 v1 23826
2955.75 v1 23826
245.5 v1 23929
483.75 v1 23929
1191.0 v1 23929
1384.75 v1 23929
1735.0 v1 23929
2045.5 v1 23929
2635.75 v1 23929
139.75 v1 24041
473.25 v1 24041
757.5 v1 24041
1189.25 v1 24041
1373.75 v1 24041
1608.25 v1 24041
2031.0 v1 24041
2253.25 v1 24041
2635.75 v1 24041
2953.5 v1 24041
139.75 v1 24183
473.25 v1 24183
757.5 v1 24183
1189.25 v1 24183
1375.0 v1 24183
1609.25 v1 24183
2031.0 v1 24183
2272.0 v1 24183
2636.25 v1 24183
2955.0 v1 24183
139.75 v1 24283
473.25 v1 24283
757.75 v1 24283
1189.25 v1 24283
1374.75 v1 24283
1609.25 v1 24283
2031.0 v1 24283
2272.0 v1 24283
2636.25 v1 24283
2954.5 v1 24283
142.75 v1 24405
475.75 v1 24405
862.25 v1 24405
1201.5 v1 24405
1383.0 v1 24405
1615.75 v1 24405
2035.5 v1 24405
2255.5 v1 24405
2947.0 v1 24405
134.25 v1 24515
418.25 v1 24515
576.5 v1 24515
859.0 v1 24515
1187.75 v1 24515
1371.0 v1 24515
1603.0 v1 24515
1968.5 v1 24515
2240.5 v1 24515
2565.5 v1 24515
2942.5 v1 24515
245.5 v1 24697
483.75 v1 24697
866.5 v1 24697
1345.5 v1 24697
1608.5 v1 24697
2037.0 v1 24697
2634.75 v1 24697
139.75 v1 24764
467.0 v1 24764
757.0 v1 24764
1189.25 v1 24764
1375.25 v1 24764
1609.25 v1 24764
2026.75 v1 24764
2251.0 v1 24764
2631.75 v1 24764
2951.75 v1 24764
139.75 v1 24854
473.25 v1 24854
757.75 v1 24854
1189.25 v1 24854
1375.5 v1 24854
1609.5 v1 24854
2031.0 v1 24854
2272.75 v1 24854
2636.25 v1 24854
2955.0 v1 24854
245.5 v1 24947
483.75 v1 24947
1191.0 v1 24947
1384.75 v1 24947
1650.0 v1 24947
2040.25 v1 24947
2635.25 v1 24947
134.25 v1 25143
418.0 v1 25143
507.25 v1 25143
772.75 v1 25143
1185.25 v1 25143
1368.0 v1 25143
1602.0 v1 25143
1968.0 v1 25143
2240.0 v1 25143
2565.25 v1 25143
2942.25 v1 25143
245.25 v1 25282
483.5 v1 25282
865.25 v1 25282
1345.25 v1 25282
1608.25 v1 25282
2036.75 v1 25282
2634.5 v1 25282
127.75 v1 25406
248.0 v1 25406
470.25 v1 25406
579.0 v1 25406
839.5 v1 25406
1137.5 v1 25406
1338.25 v1 25406
1588.5 v1 25406
1737.0 v1 25406
1990.25 v1 25406
2196.5 v1 25406
2405.25 v1 25406
2630.5 v1 25406
2875.5 v1 25406
493.75 v1 25553
1392.0 v1 25553
139.75 v1 25696
473.25 v1 25696
757.75 v1 25696
1189.25 v1 25696
1375.25 v1 25696
1609.5 v1 25696
2031.0 v1 25696
2271.0 v1 25696
2636.25 v1 25696
2955.0 v1 25696
134.25 v1 25864
418.25 v1 25864
574.75 v1 25864
859.0 v1 25864
1187.75 v1 25864
1371.0 v1 25864
1603.0 v1 25864
1968.5 v1 25864
2240.5 v1 25864
2565.5 v1 25864
2942.5 v1 25864
485.25 v1 26047
1374.25 v1 26047
134.25 v1 26130
418.25 v1 26130
576.5 v1 26130
859.0 v1 26130
1187.75 v1 26130
1370.75 v1 26130
1603.0 v1 26130
1968.5 v1 26130
2240.5 v1 26130
2565.5 v1 26130
2942.5 v1 26130
157.5 v1 26318
486.0 v1 26318
1352.0 v1 26318
1615.0 v1 26318
2044.25 v1 26318
2954.5 v1 26318
134.25 v1 26484
418.25 v1 26484
576.5 v1 26484
859.0 v1 26484
1187.75 v1 26484
1371.0 v1 26484
1603.0 v1 26484
1968.5 v1 26484
2240.5 v1 26484
2565.5 v1 26484
2942.5 v1 26484
134.25 v1 26627
418.0 v1 26627
574.5 v1 26627
858.75 v1 26627
1187.75 v1 26627
1369.75 v1 26627
1602.75 v1 26627
1968.5 v1 26627
2240.5 v1 26627
2565.25 v1 26627
2942.25 v1 26627
245.25 v1 26790
483.75 v1 26790
1191.0 v1 26790
1384.25 v1 26790
1735.0 v1 26790
2045.25 v1 26790
2635.75 v1 26790
524.5 v1 18907
1394.0 v1 18907
489.5 v1 105281
1380.75 v1 105281
489.25 v1 105471
481.5 v1 105865
1382.5 v1 105865
1617.25 v1 105865
2041.25 v1 105865
43.25 v1 105073
123.25 v1 105073
201.25 v1 105073
250.25 v1 105073
358.25 v1 105073
452.75 v1 105073
506.25 v1 105073
569.0 v1 105073
683.0 v1 105073
751.5 v1 105073
845.0 v1 105073
924.5 v1 105073
1128.0 v1 105073
1190.0 v1 105073
1288.5 v1 105073
1347.75 v1 105073
1450.0 v1 105073
1579.25 v1 105073
1645.25 v1 105073
1720.25 v1 105073
1807.75 v1 105073
1902.0 v1 105073
1997.5 v1 105073
2077.25 v1 105073
2180.0 v1 105073
2242.5 v1 105073
2321.75 v1 105073
2477.0 v1 105073
2556.0 v1 105073
2628.0 v1 105073
2721.0 v1 105073
2863.75 v1 105073
2936.5 v1 105073
43.25 v1 105168
123.25 v1 105168
201.5 v1 105168
250.5 v1 105168
358.25 v1 105168
452.75 v1 105168
506.25 v1 105168
569.0 v1 105168
683.0 v1 105168
751.5 v1 105168
845.0 v1 105168
924.5 v1 105168
1128.0 v1 105168
1190.0 v1 105168
1288.5 v1 105168
1347.75 v1 105168
1450.0 v1 105168
1579.25 v1 105168
1645.5 v1 105168
1720.25 v1 105168
1807.75 v1 105168
1902.0 v1 105168
1997.5 v1 105168
2077.25 v1 105168
2180.0 v1 105168
2242.5 v1 105168
2321.75 v1 105168
2477.0 v1 105168
2556.0 v1 105168
2628.0 v1 105168
2721.0 v1 105168
2863.75 v1 105168
2936.5 v1 105168
43.25 v1 105247
123.25 v1 105247
201.5 v1 105247
250.5 v1 105247
358.25 v1 105247
452.75 v1 105247
506.5 v1 105247
569.0 v1 105247
683.0 v1 105247
751.5 v1 105247
845.0 v1 105247
924.5 v1 105247
1128.0 v1 105247
1190.25 v1 105247
1288.5 v1 105247
1347.75 v1 105247
1450.25 v1 105247
1579.5 v1 105247
1645.5 v1 105247
1720.25 v1 105247
1807.75 v1 105247
1902.0 v1 105247
1997.5 v1 105247
2077.5 v1 105247
2180.0 v1 105247
2242.5 v1 105247
2321.75 v1 105247
2477.0 v1 105247
2556.0 v1 105247
2628.0 v1 105247
2721.0 v1 105247
2863.75 v1 105247
2936.5 v1 105247
43.25 v1 105396
123.25 v1 105396
201.5 v1 105396
250.5 v1 105396
358.25 v1 105396
452.75 v1 105396
506.25 v1 105396
569.0 v1 105396
683.0 v1 105396
751.5 v1 105396
845.0 v1 105396
924.5 v1 105396
1128.0 v1 105396
1190.25 v1 105396
1288.5 v1 105396
1347.75 v1 105396
1450.25 v1 105396
1579.5 v1 105396
1645.5 v1 105396
1720.25 v1 105396
1807.75 v1 105396
1902.0 v1 105396
1997.5 v1 105396
2077.25 v1 105396
2180.0 v1 105396
2242.5 v1 105396
2321.75 v1 105396
2477.0 v1 105396
2556.0 v1 105396
2628.0 v1 105396
2721.0 v1 105396
2863.75 v1 105396
2936.5 v1 105396
43.25 v1 105463
123.25 v1 105463
200.25 v1 105463
248.75 v1 105463
358.0 v1 105463
452.75 v1 105463
495.25 v1 105463
566.5 v1 105463
682.75 v1 105463
751.25 v1 105463
844.75 v1 105463
924.25 v1 105463
1128.0 v1 105463
1190.0 v1 105463
1288.25 v1 105463
1347.5 v1 105463
1449.25 v1 105463
1579.0 v1 105463
1643.0 v1 105463
1719.5 v1 105463
1806.75 v1 105463
1901.0 v1 105463
1978.75 v1 105463
2036.5 v1 105463
2112.25 v1 105463
2211.75 v1 105463
2277.25 v1 105463
2402.25 v1 105463
2521.25 v1 105463
2617.5 v1 105463
2703.5 v1 105463
2838.75 v1 105463
2927.75 v1 105463
43.25 v1 105559
123.25 v1 105559
201.0 v1 105559
249.75 v1 105559
358.0 v1 105559
452.75 v1 105559
505.0 v1 105559
568.5 v1 105559
683.0 v1 105559
751.5 v1 105559
845.0 v1 105559
924.5 v1 105559
1128.0 v1 105559
1190.0 v1 105559
1288.5 v1 105559
1347.75 v1 105559
1449.75 v1 105559
1579.25 v1 105559
1644.5 v1 105559
1720.0 v1 105559
1807.25 v1 105559
1901.5 v1 105559
1997.25 v1 105559
2076.5 v1 105559
2180.0 v1 105559
2242.5 v1 105559
2321.25 v1 105559
2477.0 v1 105559
2556.0 v1 105559
2628.0 v1 105559
2721.0 v1 105559
2863.75 v1 105559
2936.5 v1 105559
43.25 v1 105665
123.25 v1 105665
192.5 v1 105665
245.0 v1 105665
314.0 v1 105665
409.0 v1 105665
473.25 v1 105665
529.75 v1 105665
593.25 v1 105665
729.25 v1 105665
832.5 v1 105665
919.5 v1 105665
992.25 v1 105665
1129.5 v1 105665
1194.75 v1 105665
1326.0 v1 105665
1378.25 v1 105665
1460.0 v1 105665
1582.75 v1 105665
1645.0 v1 105665
1720.5 v1 105665
1819.75 v1 105665
1931.0 v1 105665
2016.0 v1 105665
2083.5 v1 105665
2183.5 v1 105665
2245.5 v1 105665
2322.0 v1 105665
2477.25 v1 105665
2557.25 v1 105665
2627.75 v1 105665
2721.0 v1 105665
2864.0 v1 105665
2936.75 v1 105665
43.25 v1 105796
123.25 v1 105796
201.5 v1 105796
250.5 v1 105796
358.25 v1 105796
452.75 v1 105796
504.75 v1 105796
568.5 v1 105796
683.0 v1 105796
751.5 v1 105796
845.0 v1 105796
924.5 v1 105796
1128.0 v1 105796
1190.0 v1 105796
1288.5 v1 105796
1347.75 v1 105796
1450.0 v1 105796
1579.25 v1 105796
1645.5 v1 105796
1720.25 v1 105796
1807.75 v1 105796
1902.0 v1 105796
1997.5 v1 105796
2077.25 v1 105796
2180.0 v1 105796
2242.5 v1 105796
2321.75 v1 105796
2477.0 v1 105796
2556.0 v1 105796
2628.0 v1 105796
2721.0 v1 105796
2863.75 v1 105796
2936.5 v1 105796
43.25 v1 105899
123.25 v1 105899
201.5 v1 105899
250.5 v1 105899
358.25 v1 105899
452.75 v1 105899
506.25 v1 105899
569.0 v1 105899
683.0 v1 105899
751.5 v1 105899
845.0 v1 105899
924.5 v1 105899
1128.0 v1 105899
1190.0 v1 105899
1288.5 v1 105899
1347.75 v1 105899
1450.25 v1 105899
1579.5 v1 105899
1645.5 v1 105899
1720.25 v1 105899
1807.75 v1 105899
1902.0 v1 105899
1997.5 v1 105899
2077.5 v1 105899
2180.0 v1 105899
2242.5 v1 105899
2321.75 v1 105899
2477.0 v1 105899
2556.0 v1 105899
2628.0 v1 105899
2721.0 v1 105899
2863.75 v1 105899
2936.5 v1 105899
1388.5 v1 106164
133.25 v1 106517
245.75 v1 106517
476.25 v1 106517
754.0 v1 106517
1183.0 v1 106517
1343.5 v1 106517
1593.75 v1 106517
1734.5 v1 106517
2033.0 v1 106517
2245.25 v1 106517
2632.5 v1 106517
2945.0 v1 106517
133.25 v1 106615
245.75 v1 106615
476.5 v1 106615
754.0 v1 106615
1183.0 v1 106615
1343.5 v1 106615
1593.75 v1 106615
1734.75 v1 106615
2033.0 v1 106615
2245.0 v1 106615
2632.5 v1 106615
2945.0 v1 106615
133.25 v1 106724
245.75 v1 106724
478.0 v1 106724
754.0 v1 106724
1183.0 v1 106724
1343.5 v1 106724
1593.75 v1 106724
1735.0 v1 106724
2033.5 v1 106724
2245.25 v1 106724
2632.5 v1 106724
2945.0 v1 106724
133.25 v1 106824
245.75 v1 106824
477.75 v1 106824
754.0 v1 106824
1183.0 v1 106824
1343.5 v1 106824
1593.75 v1 106824
1735.0 v1 106824
2033.25 v1 106824
2245.0 v1 106824
2632.5 v1 106824
2945.0 v1 106824
1389.5 v1 107333
246.75 v1 107412
481.25 v1 107412
1373.0 v1 107412
1635.0 v1 107412
2040.5 v1 107412
147.5 v1 107495
478.75 v1 107495
1199.0 v1 107495
1380.25 v1 107495
1615.0 v1 107495
2036.5 v1 107495
2642.0 v1 107495
247.0 v1 107600
488.5 v1 107600
1373.0 v1 107600
246.75 v1 107695
483.75 v1 107695
1373.0 v1 107695
2039.75 v1 107695
246.75 v1 107839
483.25 v1 107839
1373.0 v1 107839
1607.25 v1 107839
2247.0 v1 107839
133.0 v1 108832
245.75 v1 108832
476.25 v1 108832
754.0 v1 108832
1182.5 v1 108832
1342.75 v1 108832
1593.5 v1 108832
1734.5 v1 108832
2031.75 v1 108832
2244.25 v1 108832
2630.5 v1 108832
2944.75 v1 108832
43.25 v1 109426
123.25 v1 109426
201.0 v1 109426
249.75 v1 109426
350.25 v1 109426
419.0 v1 109426
478.75 v1 109426
563.25 v1 109426
682.25 v1 109426
751.0 v1 109426
844.5 v1 109426
924.0 v1 109426
1127.75 v1 109426
1186.5 v1 109426
1288.0 v1 109426
1346.0 v1 109426
1449.75 v1 109426
1579.0 v1 109426
1644.75 v1 109426
1720.0 v1 109426
1807.25 v1 109426
1901.5 v1 109426
1969.0 v1 109426
2034.5 v1 109426
2111.25 v1 109426
2211.5 v1 109426
2289.75 v1 109426
2404.25 v1 109426
2521.5 v1 109426
2617.5 v1 109426
2705.0 v1 109426
2838.75 v1 109426
2927.75 v1 109426
142.5 v1 109619
253.0 v1 109619
486.75 v1 109619
869.0 v1 109619
1350.0 v1 109619
1605.25 v1 109619
2039.25 v1 109619
2638.75 v1 109619
491.0 v1 164206
1388.5 v1 164206
1623.5 v1 164206
489.25 v1 164960
1379.25 v1 164960
160.5 v1 165037
486.25 v1 165037
779.25 v1 165037
1209.25 v1 165037
1392.25 v1 165037
1627.0 v1 165037
2045.75 v1 165037
2297.25 v1 165037
2654.0 v1 165037
2979.0 v1 165037
489.0 v1 167043
1376.75 v1 167043
489.0 v1 167101
1376.75 v1 167101
489.0 v1 167180
1376.75 v1 167180
158.0 v1 167264
489.0 v1 167264
876.75 v1 167264
1376.75 v1 167264
1619.75 v1 167264
2253.0 v1 167264
2958.5 v1 167264
485.25 v1 167312
602.25 v1 167312
1374.75 v1 167312
1612.25 v1 167312
2046.0 v1 167312
489.0 v1 167388
1376.5 v1 167388
489.0 v1 167446
1376.75 v1 167446
489.0 v1 167516
1376.75 v1 167516
489.0 v1 167573
1376.75 v1 167573
154.0 v1 167998
480.5 v1 167998
867.25 v1 167998
1349.25 v1 167998
1612.0 v1 167998
2036.25 v1 167998
2267.5 v1 167998
2637.75 v1 167998
2956.25 v1 167998
489.0 v1 168956
1376.75 v1 168956
504.5 v1 163959
592.0 v1 167366
1382.0 v1 167366
1619.75 v1 167366
144.0 v1 164903
428.75 v1 164903
588.25 v1 164903
868.25 v1 164903
1197.25 v1 164903
1380.0 v1 164903
1612.25 v1 164903
1978.0 v1 164903
2249.5 v1 164903
2575.25 v1 164903
2951.5 v1 164903
142.75 v1 167267
327.0 v1 167267
449.0 v1 167267
592.75 v1 167267
869.5 v1 167267
1197.75 v1 167267
1379.5 v1 167267
1611.0 v1 167267
1976.75 v1 167267
2248.25 v1 167267
2573.75 v1 167267
2950.0 v1 167267
495.75 v1 167530
1385.25 v1 167530
609.75 v1 162477
1392.5 v1 162477
1636.5 v1 162477
490.5 v1 167064
1379.0 v1 167064
490.25 v1 167308
1378.75 v1 167308
1620.25 v1 167621
519.5 v1 167182
1390.5 v1 167182
145.25 v1 163180
430.75 v1 163180
587.5 v1 163180
867.5 v1 163180
1197.75 v1 163180
1376.0 v1 163180
1610.0 v1 163180
1979.0 v1 163180
2249.0 v1 163180
2576.5 v1 163180
2951.5 v1 163180
493.0 v1 163659
1392.75 v1 163659
486.25 v1 163751
1386.25 v1 163751
2046.0 v1 163751
494.75 v1 164034
150.0 v1 164266
481.5 v1 164266
766.75 v1 164266
1199.0 v1 164266
1382.75 v1 164266
1616.25 v1 164266
2039.0 v1 164266
2284.5 v1 164266
2644.75 v1 164266
2965.5 v1 164266
132.0 v1 164954
246.75 v1 164954
414.0 v1 164954
493.25 v1 164954
691.0 v1 164954
846.25 v1 164954
987.5 v1 164954
1137.75 v1 164954
1330.75 v1 164954
1462.25 v1 164954
1592.75 v1 164954
1722.25 v1 164954
1905.5 v1 164954
2027.75 v1 164954
2189.5 v1 164954
2316.0 v1 164954
2528.5 v1 164954
2636.5 v1 164954
2749.75 v1 164954
2931.25 v1 164954
1390.75 v1 166230
144.5 v1 166595
429.0 v1 166595
584.5 v1 166595
868.25 v1 166595
1197.75 v1 166595
1379.75 v1 166595
1611.75 v1 166595
1978.75 v1 166595
2250.0 v1 166595
2575.75 v1 166595
2952.0 v1 166595
1387.75 v1 166727
142.25 v1 166953
426.75 v1 166953
581.75 v1 166953
865.5 v1 166953
1195.0 v1 166953
1376.5 v1 166953
1608.25 v1 166953
1976.0 v1 166953
2247.25 v1 166953
2573.0 v1 166953
2949.25 v1 166953
120.5 v1 167338
141.75 v1 167338
244.5 v1 167338
314.0 v1 167338
418.0 v1 167338
432.5 v1 167338
508.25 v1 167338
580.25 v1 167338
592.75 v1 167338
731.5 v1 167338
841.75 v1 167338
866.25 v1 167338
980.5 v1 167338
1131.25 v1 167338
1183.5 v1 167338
1203.0 v1 167338
1331.0 v1 167338
1366.25 v1 167338
1384.25 v1 167338
1578.0 v1 167338
1607.25 v1 167338
1718.25 v1 167338
1758.75 v1 167338
1898.25 v1 167338
1972.25 v1 167338
1985.0 v1 167338
2086.75 v1 167338
2192.0 v1 167338
2239.25 v1 167338
2253.0 v1 167338
2395.75 v1 167338
2523.25 v1 167338
2564.25 v1 167338
2584.0 v1 167338
2700.0 v1 167338
2746.5 v1 167338
2877.75 v1 167338
2946.75 v1 167338
2959.5 v1 167338
490.75 v1 167590
1388.25 v1 167590
1621.5 v1 167590
2048.5 v1 167590
155.75 v1 167953
485.25 v1 167953
776.75 v1 167953
1206.25 v1 167953
1368.25 v1 167953
1620.0 v1 167953
2043.5 v1 167953
2289.0 v1 167953
2648.5 v1 167953
2978.5 v1 167953
120.5 v1 168221
238.5 v1 168221
364.0 v1 168221
466.25 v1 168221
536.75 v1 168221
681.75 v1 168221
760.25 v1 168221
853.25 v1 168221
953.25 v1 168221
1129.75 v1 168221
1224.0 v1 168221
1332.25 v1 168221
1398.0 v1 168221
1578.0 v1 168221
1651.75 v1 168221
1732.5 v1 168221
1895.0 v1 168221
2007.75 v1 168221
2097.5 v1 168221
2196.75 v1 168221
2278.5 v1 168221
2401.25 v1 168221
2524.75 v1 168221
2626.0 v1 168221
2725.25 v1 168221
2863.25 v1 168221
2946.75 v1 168221
1393.75 v1 168710
492.75 v1 178233
1390.5 v1 178233
2056.25 v1 178233
2651.5 v1 178233
502.25 v1 223625
502.75 v1 224107
1620.5 v1 224107
496.0 v1 224273
1384.75 v1 224273
496.0 v1 223018
1387.0 v1 223018
488.0 v1 206760
